index,ninety_percentile,geoid
2890,63.01,48069
2891,52.87,21133
2892,61.19,34033
2893,66.42,05125
2894,53.46,28063
2895,69.26,38079
2896,48.02,30103
2897,58.64,21049
2898,52.31,72101
2899,51.58,47005
2900,63.26,27015
2901,50.75,47137
2902,51.18,51109
2903,67.28,32009
2904,43.49,26083
2905,87.82,49039
2906,37.22,20093
2907,60.56,19117
2908,50.91,21239
2909,55.93,45053
2910,52.54,45065
2911,61.5,45087
2912,65.11,27103
2913,61.22,55075
2914,52.04,55099
2915,55.69,18103
2916,57.0,20053
2917,53.14,22123
2918,27.68,20083
2919,28.29,20119
2920,59.96,21149
2921,48.1,28001
2922,52.33,72083
2923,46.02,28057
2924,54.29,21073
2925,54.76,13217
2926,39.55,46049
2927,46.8,26061
2928,49.17,30061
2929,55.02,47051
2930,45.69,22029
2931,49.93,46019
2932,58.99,40099
2933,44.45,54013
2934,49.8,51021
2935,53.22,54043
2936,55.63,13131
2937,47.32,08021
2938,50.14,18133
2939,31.32,16047
2940,63.67,47167
2941,55.0,29171
2942,73.94,38059
2943,42.35,37041
2944,15.76,51730
2945,52.29,50023
2946,54.07,05017
2947,52.33,72059
2948,52.33,72131
2949,49.28,05115
2950,43.27,51175
2951,48.89,05089
2952,48.08,29187
2953,52.21,48475
2954,36.6,08061
2955,66.57,48487
2956,52.53,41015
2957,78.25,08119
2958,88.08,49051
2959,55.69,05117
2960,54.25,05011
2961,54.35,48193
2962,58.16,24011
2963,63.44,27041
2964,44.54,30043
2965,43.14,30023
2966,57.15,39077
2967,43.16,13005
2968,60.69,13157
2969,60.07,20003
2970,59.7,17095
2971,47.01,30107
2972,49.79,47015
2973,46.44,23007
2974,49.2,21165
2975,44.75,46089
2976,52.17,26029
2977,62.76,27151
2978,40.11,39147
2979,50.13,13267
2980,53.34,48429
2981,54.1,13317
2982,26.59,53043
2983,57.63,39171
2984,36.67,08009
2985,47.17,16021
2986,39.05,16007
2987,52.08,39159
2988,44.28,48285
2989,63.72,40105
2990,63.67,13125
2991,55.4,46102
2992,63.07,20117
2993,53.11,22065
2994,44.71,30105
2995,58.44,13313
2996,34.06,20203
2997,65.48,46023
2998,64.73,31027
2999,46.58,30069
3000,58.98,29033
3001,60.4,27147
3002,57.93,31169
3003,54.14,47033
3004,52.42,19079
3005,53.87,13255
3006,56.64,29217
3007,62.66,18121
3008,32.43,19069
3009,57.53,13035
3010,108.9,08039
3011,59.64,44001
3012,54.67,48035
3013,58.68,44005
3014,53.74,39045
3015,70.57,38069
3016,52.31,17015
3017,63.3,27125
3018,58.77,47021
3019,51.06,13187
3020,32.92,48175
3021,52.95,37089
3022,121.63,48393
3023,54.98,31049
3024,56.4,36051
3025,61.65,19141
3026,57.46,48059
3027,45.85,48379
3028,42.54,20067
3029,56.07,51105
3030,81.09,35051
3031,53.96,05043
3032,44.03,31123
3033,56.0,29015
3034,47.63,05109
3035,36.41,29065
3036,49.59,51185
3037,54.25,42103
3038,9.5,48343
3039,54.95,50001
3040,59.62,48281
3041,56.05,29185
3042,52.93,36025
3043,56.37,29129
3044,53.35,37127
3045,48.87,51199
3046,55.64,29159
3047,61.24,20019
3048,45.72,48459
3049,48.58,51047
3050,55.97,40061
3051,56.28,54065
3052,63.61,06093
3053,58.25,46037
3054,64.64,01127
3055,51.79,29063
3056,51.75,12039
3057,62.61,13083
3058,54.48,51187
3059,9.03,17047
3060,48.29,69110
3061,50.68,01111
3062,51.2,37009
3063,40.37,08033
3064,50.0,51683
3065,59.19,17071
3066,49.12,21155
3067,52.77,28067
3068,58.26,27029
3069,46.42,51131
3070,53.7,20163
3071,59.74,18041
3072,54.02,31081
3073,56.2,31115
3074,39.09,30091
3075,45.84,31063
3076,52.3,72089
3077,52.03,01007
3078,63.31,27011
3079,61.75,27013
3080,49.52,51091
3081,49.32,51177
3082,51.1,33017
3083,55.8,26041
3084,55.08,05131
3085,45.36,13191
3086,60.7,13207
3087,141.94,29069
3088,87.16,48483
3089,54.09,13117
3090,63.88,48409
3091,46.31,28147
3092,53.19,26073
3093,73.41,48341
3094,59.28,45017
3095,50.59,21069
3096,46.37,55019
3097,60.56,18001
3098,59.25,42119
3099,53.73,22001
3100,60.54,42039
3101,30.03,46123
3102,58.8,19077
3103,62.35,19183
3104,61.57,46111
3105,62.52,40051
3106,52.63,55109
3107,60.6,42121
3108,52.33,28065
3109,54.87,18175
3110,62.84,48031
3111,43.75,51025
3112,55.43,47053
3113,16.01,51149
3114,56.31,05075
3115,69.28,38027
3116,23.73,16063
3117,49.73,55057
3118,53.76,47151
3119,64.94,46031
3120,49.68,46053
3121,46.43,37181
3122,51.0,21033
3123,54.61,45011
3124,51.68,47039
3125,54.53,18009
3126,33.6,16025
3127,60.21,20155
3128,42.39,56015
3129,57.32,55107
3130,47.98,21079
3131,54.94,17077
3132,50.35,45043
3133,71.18,38041
3134,64.92,49019
3135,63.23,55011
3136,50.96,54041
3137,68.17,27119
3138,62.16,27127
3139,62.28,47047
3140,44.92,60040
3141,60.64,05111
3142,47.72,12045
3143,63.31,47063
3144,50.04,01021
3145,60.06,48351
3146,48.46,48219
3147,63.99,13009
3148,53.62,37175
3149,23.75,37171
3150,52.18,01031
3151,58.54,39149
3152,47.07,30019
3153,59.55,40119
3154,48.82,01039
3155,55.82,18093
3156,27.54,20069
3157,53.7,21045
3158,53.06,21169
3159,54.86,21207
3160,60.66,22011
3161,47.13,23025
3162,58.93,40025
3163,55.9,21163
3164,51.73,21179
3165,54.32,21187
3166,111.17,29155
3167,54.86,31125
3168,61.47,55078
3169,55.23,48365
3170,50.77,21011
3171,15.99,48001
3172,62.64,19167
3173,54.09,13111
3174,61.59,46051
3175,51.84,46091
3176,51.48,30079
3177,57.8,19005
3178,53.45,08071
3179,60.64,48299
3180,59.16,48319
3181,53.86,37043
3182,54.28,36093
3183,50.28,54059
3184,63.84,20197
3185,59.96,27055
3186,57.93,21181
3187,39.18,37055
3188,30.99,37047
3189,71.35,48441
3190,15.36,51570
3191,39.59,39031
3192,40.58,31135
3193,63.65,48205
3194,91.8,08049
3195,63.96,48249
3196,35.0,19189
3197,57.33,01067
3198,19.72,39175
3199,66.95,48505
3200,59.86,13177
3201,65.31,27019
3202,55.94,31037
3203,47.23,47101
3204,59.85,30057
3205,48.77,51103
3206,58.36,29013
3207,50.57,51159
3208,38.0,02230
3209,38.0,02105
3210,60.76,19093
3211,51.08,31023
3212,51.25,12015
3213,57.12,19029
3214,59.51,39107
3215,45.86,60030
3216,50.91,21115
3217,52.72,50025
3218,50.69,50019
3219,63.54,20085
3220,46.66,22041
3221,45.5,28155
3222,44.14,31031
3223,47.99,30001
3224,47.73,05057
3225,51.2,29029
3226,47.5,51117
3227,42.73,21233
3228,46.25,53059
3229,55.93,13123
3230,56.75,27135
3231,56.68,28089
3232,55.36,54099
